Probe Set ID,Gene Symbol G,Entrez Gene,IDENTIFIER
221160_s_at,CABP5,56344,CABP5
221161_at,ASCL3,56676,ASCL3
221162_at,HHLA1,10086,HHLA1
221163_s_at,MLXIPL,51085,MLXIPL
221164_x_at,CHST5,23563,CHST5
221165_s_at,IL22,50616,IL22
221166_at,FGF23,8074,FGF23
221167_s_at,CCDC70,83446,CCDC70
221168_at,PRDM13,59336,PRDM13
221169_s_at,HRH4,59340,HRH4
221170_at,HRH4,59340,HRH4
221171_at,CCDC30,728621,CCDC30
221172_at,C7orf69,80099,C7orf69
221173_at,USH1C,10083,USH1C
221174_at,---,---,221174_at
221175_at,C3orf36,80111,C3orf36
221176_x_at,---,---,221176_x_at
221177_at,MIA2,117153,MIA2
221178_at,BAIAP2L2,80115,BAIAP2L2
221179_at,CYorf17,100533178,PRORY
221180_at,MAP3K19,80122,MAP3K19
221181_at,---,---,221181_at
221182_at,MROH9,80133,MROH9
221183_at,LOC100507388,100507388,LOC100507388
221184_at,---,---,221184_at
221185_s_at,IQCG,84223,IQCG
221186_at,LOC100131532,100131532,LOC100131532
221187_s_at,FUZ,80199,FUZ
221188_s_at,CIDEB,27141,CIDEB
221189_s_at,TARS2,80222,MIR6878
221190_s_at,C18orf8,29919,C18orf8
221191_at,STAG3L1,54441,STAG3L3
221192_x_at,MFSD11,79157,MFSD11
221193_s_at,ZCCHC10,54819,ZCCHC10
221194_s_at,RNFT1 /// TBC1D3P1-DHX40P1,51136 /// 653645,TBC1D3P1-DHX40P1
221195_at,RNFT1,51136,RNFT1
221196_x_at,BRCC3,79184,BRCC3
221197_s_at,CHAT,1103,CHAT
221198_at,SCT,6343,SCT
221199_at,GFRA4,64096,GFRA4
221200_at,ERVK3-2,100862697,ERVK3-2
221201_s_at,ZNF155,7711,ZNF155
221202_at,---,---,221202_at
221203_s_at,YEATS2,55689,YEATS2
221204_s_at,CRTAC1,55118,CRTAC1
221205_at,---,---,221205_at
221206_at,PMS2 /// PMS2CL,5395 /// 441194,PMS2CL
221207_s_at,NBEA,26960,NBEA
221208_s_at,MSANTD2,79684,MSANTD2
221209_s_at,OTOR,56914,OTOR
221210_s_at,NPL,80896,NPL
221211_s_at,MAP3K7CL,56911,MAP3K7CL
221212_x_at,PBRM1,55193,PBRM1
221213_s_at,ZNF280D,54816,LOC145783
221214_s_at,NSMF,26012,MIR7114
221215_s_at,RIPK4,54101,RIPK4
221216_s_at,SCMH1,22955,SCMH1
221217_s_at,RBFOX1,54715,RBFOX1
221218_s_at,TPK1,27010,TPK1
221219_s_at,KLHDC4,54758,KLHDC4
221220_s_at,SCYL2,55681,SCYL2
221221_s_at,KLHL3,26249,KLHL3
221222_s_at,C1orf56,54964,C1orf56
221223_x_at,CISH,1154,CISH
221224_s_at,DCAKD,79877,DCAKD
221225_at,DCAKD,79877,DCAKD
221226_s_at,ASIC4,55515,ASIC4
221227_x_at,COQ3,51805,COQ3
221228_s_at,---,---,221228_s_at
221229_s_at,TRMT61B,55006,TRMT61B
221230_s_at,ARID4B,51742,ARID4B
221231_s_at,NRDE2,55051,NRDE2
221232_s_at,ANKRD2,26287,ANKRD2
221233_s_at,FAM135A,57579,FAM135A
221234_s_at,BACH2,60468,BACH2
221235_s_at,TGFBRAP1,9392,TGFBRAP1
221236_s_at,STMN4,81551,STMN4
221237_s_at,OSBP2,23762,OSBP2
221238_at,HMGN5,79366,HMGN5
221239_s_at,FCRL2,79368,FCRL2
221240_s_at,B3GNT4,79369,B3GNT4
221241_s_at,BCL2L14,79370,BCL2L14
221242_at,---,---,221242_at
221243_s_at,PRO1596,29013,PRO1596
221244_s_at,PDPK1,5170,PDPK1
221245_s_at,FZD5,7855,FZD5
221246_x_at,TNS1,7145,TNS1
221247_s_at,LOC653375 /// WBSCR16,81554 /// 653375,RCC1L
221248_s_at,WHSC1L1,54904,WHSC1L1
221249_s_at,FAM117A,81558,FAM117A
221250_s_at,MXD3,83463,MXD3
221251_x_at,INO80B /// INO80B-WBP1,83444 /// 100532735,INO80B-WBP1
221252_s_at,GSG1,83445,GSG1
221253_s_at,BLOC1S5-TXNDC5 /// TXNDC5,81567 /// 100526836,BLOC1S5-TXNDC5
221254_s_at,PITPNM3,83394,PITPNM3
221255_s_at,EMC6,83460,EMC6
221256_s_at,HDHD3,81932,HDHD3
221257_x_at,FBXO38,81545,FBXO38
221258_s_at,KIF18A,81930,KIF18A
221259_s_at,TEX11,56159,TEX11
221260_s_at,CSRNP2,81566,CSRNP2
221261_x_at,MAGED4 /// MAGED4B /// SNORA11D,81557 /// 728239 /// 100124541,SNORA11E
221262_s_at,SLC2A11,66035,SLC2A11
221263_s_at,SF3B5,83443,SF3B5
221264_s_at,TARDBP,23435,TARDBP
221265_s_at,VWA9,81556,VWA9
221266_s_at,DCSTAMP,81501,DCSTAMP
221267_s_at,ABHD17A,81926,ABHD17A
221268_s_at,SGPP1,81537,SGPP1
221269_s_at,SH3BGRL3,83442,SH3BGRL3
221270_s_at,QTRT1,81890,QTRT1
221271_at,IL21,59067,IL21
221272_s_at,C1orf21,81563,C1orf21
221273_s_at,RNF208,727800,RNF208
221274_s_at,LMAN2L,81562,LMAN2L
221275_s_at,---,---,221275_s_at
221276_s_at,SYNC,81493,SYNC
221277_s_at,PUS3,83480,PUS3
221278_at,HOXB8,3218,HOXB8
221279_at,GDAP1,54332,GDAP1
221280_s_at,PARD3,56288,PARD3
221281_at,SRC,6714,SRC
221282_x_at,RUNX2,860,RUNX2
221283_at,RUNX2,860,RUNX2
221284_s_at,SRC,6714,SRC
221285_at,ST8SIA2,8128,ST8SIA2
221286_s_at,MZB1,51237,MZB1
221287_at,RNASEL,6041,RNASEL
221288_at,GPR22,2845,GPR22
221289_at,DLX6,1750,DLX6
221290_s_at,MUM1,84939,MUM1
221291_at,ULBP2,80328,ULBP2
221292_at,PTCH2,8643,PTCH2
221293_s_at,DEF6,50619,DEF6
221294_at,GPR21,2844,GPR21
221295_at,CIDEA,1149,CIDEA
221296_at,TECTA,7007,TECTA
221297_at,GPRC5D,55507,GPRC5D
221298_s_at,SLC22A8,9376,SLC22A8
221299_at,GPR173,54328,GPR173
221300_at,NPAP1,23742,NPAP1
221301_at,VWA7,80737,VWA7
221302_at,KLF15,28999,KLF15
221303_at,PCDHB1,29930,PCDHB1
221304_at,UGT1A8,54576,UGT1A3
221305_s_at,UGT1A8 /// UGT1A9,54576 /// 54600,UGT1A3
221306_at,GPR27,2850,GPR27
221307_at,KCNIP1,30820,KCNIP1
221308_at,FRS2,10818,FRS2
221309_at,RBM17,84991,RBM17
221310_at,FGF14,2259,FGF14
221311_x_at,LYRM2,57226,LYRM2
221312_at,GLP2R,9340,GLP2R
221313_at,GPR52,9293,GPR52
221314_at,GDF9,2661,GDF9
221315_s_at,FGF22,27006,FGF22
221316_at,CATSPERG,57828,CATSPERG
221317_x_at,PCDHB6,56130,PCDHB6
221318_at,NEUROD4,58158,NEUROD4
221319_at,PCDHB8,56128,PCDHB8
221320_at,BCL2L10,10017,BCL2L10
221321_s_at,KCNIP2,30819,KCNIP2
221322_at,NPVF,64111,NPVF
221323_at,ULBP1,80329,ULBP1
221324_at,TAS2R1,50834,TAS2R1
221325_at,KCNK13,56659,KCNK13
221326_s_at,TUBD1,51174,TUBD1
221327_s_at,LOC101060233 /// OPN1LW /// OPN1MW /// OPN1MW2,2652 /// 5956 /// 728458 /// 101060233,OPN1MW3
221328_at,CLDN17,26285,CLDN17
221329_at,OR52A1,23538,OR52A1
221330_at,CHRM2,1129,CHRM2
221331_x_at,CTLA4,1493,CTLA4
221332_at,BMP15,9210,BMP15
221333_at,FOXP3,50943,FOXP3
221334_s_at,FOXP3,50943,FOXP3
221335_x_at,SMG9,56006,SMG9
221336_at,ATOH1,474,ATOH1
221337_s_at,ADAM29,11086,LOC101928551
221338_at,LY6G6E,79136,LY6G6E
221339_at,OR10C1,442194,OR10C1
221340_at,CDX4,1046,CDX4
221341_s_at,OR1D5,8386,OR1D5
221342_at,C6orf25,80739,C6orf25
221343_at,OR11A1,26531,OR11A1
221344_at,OR12D2,26529,OR12D2
221345_at,FFAR2,2867,FFAR2
221346_at,OR10J1,26476,OR10J1
221347_at,CHRM5,1133,CHRM5
221348_at,NPPC,4880,NPPC
221349_at,VPREB1,7441,VPREB1
221350_at,HOXC8,3224,HOXC8
221351_at,HTR1A,3350,HTR1A
221352_at,---,---,221352_at
221353_at,OR3A1,4994,OR3A1
221354_s_at,MCHR1,2847,MCHR1
221355_at,CHRNG,1146,CHRNG
221356_x_at,P2RX2,22953,P2RX2
221357_at,CHRM4,1132,CHRM4
221358_at,NPBWR2,2832,NPBWR2
221359_at,GDNF,2668,GDNF
221360_s_at,GHSR,2693,GHSR
221361_at,OMP,4975,OMP
221362_at,HTR5A,3361,HTR5A
221363_x_at,GPR25,2848,GPR25
221364_at,GRID2,2895,GRID2
221365_at,MLNR,2862,MLNR
221366_at,NKX6-1,4825,NKX6-1
221367_at,MOS,4342,MOS
221368_at,NEU2,4759,NEU2
221369_at,MTNR1A,4543,MTNR1A
221370_at,LOC100287163 /// ZNF717,100131827 /// 100287163,ZNF717
221371_at,TNFSF18,8995,TNFSF18
221372_s_at,P2RX2,22953,P2RX2
221373_x_at,PSPN,5623,PSPN
221374_at,FGF16,8823,FGF16
221375_at,OR1G1,8390,OR1G1
221376_at,FGF17,8822,FGF17
221377_s_at,RBPJL,11317,RBPJL
221378_at,CER1,9350,CER1
221379_at,HUG1,---,221379_at
221380_at,---,---,221380_at
221381_s_at,MORF4L1,10933,MORF4L1
221382_at,OR2N1P /// OR2N1P,---,221382_at
221383_at,NMUR1,10316,NMUR1
221384_at,UCP1,7350,UCP1
221385_s_at,FFAR3,2865,GPR42
221386_at,OR3A2,4995,OR3A2
221387_at,NPFFR1,64106,NPFFR1
221388_at,OR1A1,8383,OR1A1
221389_at,PLA2G2E,30814,PLA2G2E
221390_s_at,ASB12 /// MTMR8,55613 /// 142689,ASB12
221391_at,TAS2R14,50840,TAS2R14
221392_at,TAS2R4,50832,TAS2R4
221393_at,TAAR3,9288,TAAR3
221394_at,TAAR2,9287,TAAR2
221395_at,TAS2R13,50838,TAS2R13
221396_at,TAS2R7,50837,TAS2R7
221397_at,TAS2R10,50839,TAS2R10
221398_at,TAS2R8,50836,TAS2R8
221399_at,EDA2R,60401,EDA2R
221400_at,MYO3A,53904,MYO3A
221401_at,CACNG5,27091,CACNG5
221402_at,OR1F1,4992,OR1F1
221403_s_at,INSL6,11172,INSL6
221404_at,IL36A,27179,IL36A
221405_at,---,---,221405_at
221406_s_at,MSH5 /// MSH5-SAPCD1 /// SAPCD1,4439 /// 401251 /// 100532732,MSH5-SAPCD1
221407_at,GJD2,57369,GJD2
221408_x_at,PCDHB12,56124,PCDHB12
221409_at,OR2S2,56656,OR2S2
221410_x_at,PCDHB3,56132,PCDHB3
221411_at,HOXD12,3238,HOXD12
221412_at,VN1R1,57191,VN1R1
221413_at,KCNAB3,9196,KCNAB3
221414_s_at,DEFB126,81623,DEFB126
221415_s_at,GJA9 /// GJA9-MYCBP /// MYCBP,26292 /// 81025 /// 100527950,GJA9-MYCBP
221416_at,PLA2G2F,64600,PLA2G2F
221417_x_at,S1PR5,53637,S1PR5
221418_s_at,MED16,10025,MED16
221419_s_at,---,---,221419_s_at
221420_at,---,---,221420_at
221421_s_at,ADAMTS12,81792,ADAMTS12
221422_s_at,MIR600 /// MIR600HG,81571 /// 693185,MIR600
221423_s_at,YIPF5,81555,YIPF5
221424_s_at,OR51E2,81285,OR51E2
221425_s_at,ISCA1,81689,ISCA1
221426_s_at,OR3A3,8392,OR3A3
221427_s_at,CCNL2,81669,CCNL2
221428_s_at,TBL1XR1,79718,TBL1XR1
221429_x_at,TEX13A,56157,TEX13A
221430_s_at,RNF146,81847,RNF146
221431_s_at,OR12D3,81797,OR12D3
221432_s_at,SLC25A28,81894,SLC25A28
221433_at,FGF21,26291,FGF21
221434_s_at,SLIRP,81892,SLIRP
221435_x_at,HYI,81888,HYI
221436_s_at,CDCA3,83461,CDCA3
221437_s_at,MRPS15,64960,MRPS15
221438_s_at,TEX12,56158,TEX12
221439_at,RBBP9,10741,RBBP9
221440_s_at,RBBP9,10741,RBBP9
221441_at,GSC2,2928,GSC2
221442_at,MC3R,4159,MC3R
221443_x_at,PRLH,51052,PRLH
221444_at,TAS2R16,50833,TAS2R16
221445_at,OR1A2,26189,OR1A2
221446_at,ADAM30,11085,ADAM30
221447_s_at,GLT8D2,83468,GLT8D2
221448_s_at,TEX15,56154,TEX15
221449_s_at,ITFG1,81533,ITFG1
221450_x_at,PCDHB13,56123,PCDHB13
221451_s_at,OR2W1,26692,OR2W1
221452_s_at,TMEM14B,81853,TMEM14B
221453_at,G6PC2,57818,G6PC2
221454_at,---,---,BOK
221455_s_at,WNT3,7473,LOC101929777
221456_at,TAS2R3,50831,TAS2R3
221457_s_at,BTNL2,56244,BTNL2
221458_at,HTR1F,3355,HTR1F
221459_at,TAAR5,9038,TAAR5
221460_at,OR2C1,4993,OR2C1
221461_at,TAS2R9,50835,TAS2R9
221462_x_at,KLK15,55554,KLK15
221463_at,CCL24,6369,CCL24
221464_at,OR1D2,4991,OR1D2
221465_at,OR6A2,8590,OR6A2
221466_at,P2RY4,5030,P2RY4
221467_at,MC4R,4160,MC4R
221468_at,XCR1,2829,XCR1
221469_at,GPR32,2854,GPR32
221470_s_at,IL37,27178,IL37
221471_at,SERINC3,10955,SERINC3
221472_at,SERINC3,10955,SERINC3
221473_x_at,SERINC3,10955,SERINC3
221474_at,MYL12B,103910,MYL12B
221475_s_at,RPL15,6138,RPL15
221476_s_at,RPL15,6138,RPL15
221477_s_at,LOC100129518 /// SOD2,6648 /// 100129518,LOC100129518
221478_at,BNIP3L,665,BNIP3L
221479_s_at,BNIP3L,665,BNIP3L
221480_at,HNRNPD,3184,HNRNPD
221481_x_at,HNRNPD,3184,HNRNPD
221482_s_at,ARPP19,10776,ARPP19
221483_s_at,ARPP19,10776,ARPP19
221484_at,B4GALT5,9334,B4GALT5
221485_at,B4GALT5,9334,B4GALT5
221486_at,ENSA,2029,ENSA
221487_s_at,ENSA,2029,ENSA
221488_s_at,CUTA,51596,CUTA
221489_s_at,SPRY4,81848,SPRY4
221490_at,UBAP1,51271,UBAP1
221491_x_at,HLA-DRB1 /// HLA-DRB3 /// HLA-DRB4 /// HLA-DRB5 /// LOC100507709 /// LOC100507714 /// LOC101060779,3123 /// 3125 /// 3126 /// 3127 /// 100507709 /// 100507714 /// 101060779,LOC101060835
221492_s_at,ATG3,64422,ATG3
221493_at,TSPYL1,7259,TSPYL1
221494_x_at,EIF3K,27335,EIF3K
221495_s_at,TCF25,22980,TCF25
221496_s_at,TOB2,10766,TOB2
221497_x_at,EGLN1,54583,EGLN1
221498_at,SNX27,81609,SNX27
221499_s_at,STX16,8675,STX16
221500_s_at,STX16,8675,STX16
221501_x_at,NPIPA2 /// NPIPA3 /// NPIPA5 /// PKD1P1,339044 /// 642778 /// 642799 /// 100288332,LOC101930075
221502_at,KPNA3,3839,KPNA3
221503_s_at,KPNA3,3839,KPNA3
221504_s_at,ATP6V1H,51606,ATP6V1H
221505_at,ANP32E,81611,ANP32E
221506_s_at,TNPO2,30000,TNPO2
221507_at,TNPO2,30000,TNPO2
221508_at,TAOK3,51347,TAOK3
221509_at,DENR,8562,DENR
221510_s_at,GLS,2744,GLS
221511_x_at,CCPG1 /// DYX1C1-CCPG1,9236 /// 100533483,DYX1C1-CCPG1
221512_at,TMEM222,84065,TMEM222
221513_s_at,UTP14A /// UTP14C,9724 /// 10813,ALG11
221514_at,UTP14A,10813,UTP14A
221515_s_at,LCMT1,51451,LCMT1
221516_s_at,SMCR7L,54471,MIEF1
221517_s_at,MED17,9440,MED17
221518_s_at,USP47,55031,USP47
221519_at,FBXW4,6468,FBXW4
221520_s_at,CDCA8,55143,CDCA8
221521_s_at,GINS2,51659,GINS2
221522_at,ANKRD27,84079,ANKRD27
221523_s_at,RRAGD,58528,RRAGD
221524_s_at,RRAGD,58528,RRAGD
221525_at,ZMIZ2,83637,ZMIZ2
221526_x_at,PARD3,56288,PARD3
221527_s_at,PARD3,56288,PARD3
221528_s_at,ELMO2,63916,ELMO2
221529_s_at,PLVAP,83483,PLVAP
221530_s_at,BHLHE41,79365,BHLHE41
221531_at,WDR61,80349,WDR61
221532_s_at,WDR61,80349,WDR61
221533_at,FAM162A,26355,FAM162A
221534_at,C11orf68,83638,C11orf68
221535_at,LSG1,55341,LSG1
221536_s_at,LSG1,55341,LSG1
221537_at,PLXNA1,5361,PLXNA1
221538_s_at,PLXNA1,5361,PLXNA1
221539_at,EIF4EBP1,1978,EIF4EBP1
221540_x_at,GTF2H2,2966,GTF2H2C_2
221541_at,CRISPLD2,83716,CRISPLD2
221542_s_at,ERLIN2,11160,ERLIN2
221543_s_at,ERLIN2,11160,ERLIN2
221544_s_at,MED16,10025,MED16
221545_x_at,MED16,10025,MED16
221546_at,PRPF18,8559,PRPF18
221547_at,PRPF18,8559,PRPF18
221548_s_at,ILKAP,80895,ILKAP
221549_at,GRWD1,83743,GRWD1
221550_at,COX15,1355,COX15
221551_x_at,ST6GALNAC4,27090,ST6GALNAC4
221552_at,ABHD6,57406,ABHD6
221553_at,MAGT1,84061,MAGT1
221554_at,STRADA,92335,STRADA
221555_x_at,CDC14B,8555,CDC14B
221556_at,CDC14B,8555,CDC14B
221557_s_at,LEF1,51176,LEF1
221558_s_at,LEF1,51176,LEF1
221559_s_at,MIS12,79003,MIS12
221560_at,MARK4,57787,MARK4
221561_at,SOAT1,6646,SOAT1
221562_s_at,SIRT3,23410,SIRT3
221563_at,DUSP10,11221,DUSP10
221564_at,PRMT2,3275,PRMT2
221565_s_at,CALHM2,51063,CALHM2
221566_s_at,NOL3,8996,NOL3
221567_at,NOL3,8996,NOL3
221568_s_at,LIN7C,55327,LIN7C
221569_at,AHI1,54806,AHI1
221570_s_at,METTL5,29081,METTL5
221571_at,TRAF3,7187,TRAF3
221572_s_at,SLC26A6,65010,MIR6824
221573_at,C7orf25 /// PSMA2,5683 /// 79020,C7orf25
221575_at,SCLY,51540,SCLY
221576_at,GDF15,9518,GDF15
221577_x_at,GDF15,9518,GDF15
221578_at,RASSF4,83937,RASSF4
221579_s_at,NUDT3 /// RPS10-NUDT3,11165 /// 100529239,RPS10-NUDT3
221580_s_at,MIR1304 /// SNORA1 /// SNORA18 /// SNORA32 /// SNORA40 /// SNORA8 /// SNORD5 /// TAF1D,79101 /// 654320 /// 677792 /// 677805 /// 677822 /// 692063 /// 692072 /// 100302240,MIR1304
221581_s_at,LAT2,7462,LAT2
221582_at,HIST3H2A,92815,HIST3H2A
221583_s_at,KCNMA1,3778,KCNMA1
221584_s_at,KCNMA1,3778,KCNMA1
221585_at,CACNG4,27092,CACNG4
221586_s_at,E2F5,1875,E2F5
221587_s_at,C19orf24,55009,C19orf24
221588_x_at,ALDH6A1,4329,ALDH6A1
221589_s_at,ALDH6A1,4329,ALDH6A1
221590_s_at,ALDH6A1,4329,ALDH6A1
221591_s_at,FAM64A,54478,FAM64A
221592_at,TBC1D8,11138,TBC1D8
221593_s_at,RPL31,6160,RPL31
221594_at,RBM48,84060,RBM48
221595_at,RBM48,84060,RBM48
221596_s_at,RBM48,84060,RBM48
221597_s_at,TMEM208,29100,TMEM208
221598_s_at,MED27,9442,MED27
221599_at,AAMDC,28971,AAMDC
221600_s_at,AAMDC,28971,AAMDC
221601_s_at,FAIM3,9214,FCMR
221602_s_at,FAIM3,9214,FCMR
221603_at,PEX16,9409,PEX16
221604_s_at,PEX16,9409,PEX16
221605_s_at,PIPOX,51268,PIPOX
221606_s_at,HMGN5,79366,HMGN5
221607_x_at,ACTG1,71,ACTG1
221608_at,WNT6,7475,WNT6
221609_s_at,WNT6,7475,WNT6
221610_s_at,STAP2,55620,STAP2
221611_s_at,PHF7,51533,PHF7
221612_at,LRTM1,57408,LRTM1
221613_s_at,ZFAND6,54469,ZFAND6
221614_s_at,RPH3AL,9501,RPH3AL
221615_at,BMP8B,656,BMP8B
221616_s_at,TAF9B,51616,TAF9B
221617_at,TAF9B,51616,TAF9B
221618_s_at,TAF9B,51616,TAF9B
221619_s_at,MTCH1,23787,MTCH1
221620_s_at,APOO,79135,APOO
221621_at,LINC00338 /// SCARNA16,654434 /// 677781,MIR6516
221622_s_at,TMEM126B,55863,TMEM126B
221623_at,BCAN,63827,BCAN
221624_at,TCL6,27004,TCL6
221625_at,---,---,ZNF506
221626_at,ZNF506,440515,ZNF506
221627_at,TRIM10,10107,TRIM10
221628_s_at,GLYR1,84656,GLYR1
221629_x_at,FAM203A,51236,HGH1
221630_s_at,DDX4,54514,DDX4
221631_at,CACNA1I,8911,CACNA1I
221632_s_at,WDR4,10785,WDR4
221633_at,NCAPH2,29781,NCAPH2
221634_at,MGC2752 /// RPL23AP7,65996 /// 118433,RPL23AP7
221636_s_at,/MARC2,54996,2-Mar
221637_s_at,C11orf48,79081,C11orf98
221638_s_at,STX16,8675,STX16
221639_x_at,HNRNPU,3192,LOC102723559
221640_s_at,PIDD,55367,PIDD1
221641_s_at,ACOT9,23597,ACOT9
221642_at,---,---,BC002903
221643_s_at,RERE,473,RERE
221644_s_at,SLC45A2,51151,SLC45A2
221645_s_at,ZNF83,55769,ZNF83
221646_s_at,LOC100996904 /// ZDHHC11 /// ZDHHC11B,79844 /// 653082 /// 100996904,ZDHHC11B
221647_s_at,RIC8A,60626,MIR6743
221648_s_at,AGMAT,79814,AGMAT
221649_s_at,PPAN /// PPAN-P2RY11,56342 /// 692312,PPAN-P2RY11
221650_s_at,LOC100996782 /// MED18,54797 /// 100996782,LOC100996782
221651_x_at,IGK /// IGKC,3514 /// 50802,IGK
221652_s_at,ASUN,55726,ASUN
221653_x_at,APOL2,23780,APOL2
221654_s_at,USP3,9960,USP3
221655_x_at,EPS8L1,54869,EPS8L1
221656_s_at,ARHGEF10L,55160,ARHGEF10L
221657_s_at,ASB6,140459,ASB6
221658_s_at,IL21R,50615,IL21R
221659_s_at,MYL10,93408,MYL10
221660_at,MYL10,93408,MYL10
221661_at,SLC22A7,10864,SLC22A7
221662_s_at,SLC22A7,10864,SLC22A7
221663_x_at,HRH3,11255,HRH3
221664_s_at,F11R,50848,F11R
221665_s_at,EPS8L1,54869,EPS8L1
221666_s_at,PYCARD,29108,PYCARD
221667_s_at,HSPB8,26353,HSPB8
221668_s_at,DNAI2,64446,DNAI2
221669_s_at,ACAD8,27034,ACAD8
221670_s_at,LHX3,8022,LHX3
221671_x_at,IGK /// IGKC,3514 /// 50802,IGK
221672_s_at,TRAPPC9,83696,TRAPPC9
221673_s_at,CSNK1G1,53944,CSNK1G1
221674_s_at,CHRD,8646,CHRD
221675_s_at,CHPT1,56994,CHPT1
221676_s_at,CORO1C,23603,CORO1C
221677_s_at,DONSON,29980,DONSON
221678_at,ABHD6,57406,ABHD6
221679_s_at,ABHD6,57406,ABHD6
221680_s_at,ETV7,51513,ETV7
221681_s_at,DSPP,1834,DSPP
221682_s_at,PCDHGB6,56100,PCDHGB6
221683_s_at,CEP290,80184,CEP290
221684_s_at,NYX,60506,NYX
221685_s_at,SPDL1,54908,SPDL1
221686_s_at,RECQL5,9400,RECQL5
221687_s_at,MVB12B,89853,MVB12B
221688_s_at,IMP3,55272,IMP3
221689_s_at,PIGP,51227,PIGP
221690_s_at,NLRP2,55655,NLRP2
221691_x_at,NPM1,4869,NPM1
221692_s_at,MRPL34,64981,MRPL34
221693_s_at,MRPS18A,55168,MRPS18A
221695_s_at,MAP3K2,10746,MAP3K2
221696_s_at,STYK1,55359,STYK1
221697_at,MAP1LC3C,440738,MAP1LC3C
221698_s_at,CLEC7A,64581,CLEC7A
221699_s_at,DDX50,79009,DDX50
221700_s_at,UBA52,7311,UBA52
221701_s_at,STRA6,64220,STRA6
221702_s_at,TM2D3,80213,TM2D3
221703_at,BRIP1,83990,BRIP1
221704_s_at,VPS37B,79720,VPS37B
221705_s_at,SIKE1,80143,SIKE1
221706_s_at,USE1,55850,USE1
221707_s_at,VPS53,55275,VPS53
221708_s_at,UNC45A,55898,UNC45A
221709_s_at,ZNF839,55778,ZNF839
221710_x_at,EVA1B,55194,EVA1B
221711_s_at,BABAM1,29086,BABAM1
221712_s_at,WDR74,54663,WDR74
221713_s_at,MAP6D1,79929,MAP6D1
221714_s_at,RRN3P1,730092,RRN3P1
221715_at,---,---,Z25437
221716_s_at,ACSBG2,81616,ACSBG2
221717_at,---,---,L25664
221718_s_at,AKAP13,11214,AKAP13
221719_s_at,LZTS1,11178,LZTS1
221720_s_at,---,---,L11573
221721_s_at,LZTS1,11178,LZTS1
221722_x_at,LZTS1,11178,LZTS1
221723_s_at,SLC4A5,57835,SLC4A5
221724_s_at,CLEC4A,50856,CLEC4A
221725_at,WASF2,10163,WASF2
221726_at,RPL22,6146,RPL22
221727_at,SUB1,10923,SUB1
221728_x_at,XIST,7503,XIST
221729_at,COL5A2,1290,COL5A2
221730_at,COL5A2,1290,COL5A2
221731_x_at,VCAN,1462,VCAN
221732_at,CANT1,124583,CANT1
221733_s_at,GPATCH4,54865,GPATCH4
221734_at,PRRC1,133619,PRRC1
221735_at,WDR48,57599,WDR48
221736_at,RALGAPB,57148,RALGAPB
221737_at,GNA12,2768,GNA12
221738_at,RALGAPB,57148,RALGAPB
221739_at,C19orf10,56005,MYDGF
221740_x_at,LRRC37A2,474170,LRRC37A2
221741_s_at,YTHDF1,54915,YTHDF1
221742_at,CELF1,10658,CELF1
221743_at,CELF1,10658,CELF1
221744_at,DCAF7,10238,DCAF7
221745_at,DCAF7,10238,DCAF7
221746_at,UBL4A,8266,UBL4A
221747_at,TNS1,7145,TNS1
221748_s_at,TNS1,7145,TNS1
221749_at,YTHDF3,253943,YTHDF3
221750_at,HMGCS1,3157,HMGCS1
221751_at,PANK3,79646,PANK3
221752_at,SSH1,54434,SSH1
221753_at,SSH1,54434,SSH1
221754_s_at,CORO1B,57175,CORO1B
221755_at,EHBP1L1,254102,EHBP1L1
221756_at,PIK3IP1,113791,PIK3IP1
221757_at,PIK3IP1,113791,PIK3IP1
221758_at,ARMC6,93436,ARMC6
221759_at,G6PC3,92579,G6PC3
221760_at,MAN1A1,4121,MAN1A1
221761_at,ADSS,159,ADSS
221762_s_at,PCIF1,63935,PCIF1
221763_at,JMJD1C,221037,JMJD1C
221764_at,R3HDM4,91300,R3HDM4
221765_at,UGCG,7357,UGCG
221766_s_at,FAM46A,55603,FAM46A
221767_x_at,HDLBP,3069,HDLBP
221768_at,LOC100996496 /// SFPQ,6421 /// 100996496,SFPQ
221769_at,SPSB3,90864,SPSB3
221770_at,LOC729020 /// RPE,6120 /// 729020,RPE
221771_s_at,MPHOSPH8,54737,MPHOSPH8
221772_s_at,PPP2R2D,55844,PPP2R2D
221773_at,ELK3,2004,ELK3
221774_x_at,SUPT20H,55578,SUPT20H
221775_x_at,RPL22,6146,RPL22
221776_s_at,BRD7,29117,BRD7
221777_at,C12orf52,84934,RITA1
221778_at,JHDM1D,80853,KDM7A
221779_at,MICALL1,85377,MICALL1
221780_s_at,DDX27,55661,DDX27
221781_s_at,DNAJC10,54431,DNAJC10
221782_at,DNAJC10,54431,DNAJC10
221783_at,WIZ,58525,WIZ
221784_at,WIZ,58525,WIZ
221785_at,WIZ,58525,WIZ
221786_at,C6orf120,387263,C6orf120
221787_at,C6orf120,387263,C6orf120
221788_at,PGM3,5238,PGM3
221789_x_at,RHOT2,89941,RHOT2
221790_s_at,LDLRAP1,26119,LDLRAP1
221791_s_at,TMA7,51372,TMA7
221792_at,RAB6B,51560,RAB6B
221793_at,CTC-510F12.3 /// OTTHUMG00000180828,---,DOCK6
